transaction_id,customer_id,product_id,store_id,transaction_date,year,month,quarter,day_of_week,quantity,unit_price,discount_amount,total_revenue,gross_profit,payment_method,channel,order_status,is_returned,delivery_days
TXN039589,CUST02168,PROD0013,ST002,2024-08-01,2024,8,Q3,Thursday,3,63.47,0.0,190.41,85.68,Credit Card,In-Store,Completed,0,0.0
TXN039590,CUST07236,PROD0055,ST004,2022-10-23,2022,10,Q4,Sunday,2,30.37,9.11,51.63,11.36,Debit Card,In-Store,Completed,0,7.0
TXN039591,CUST07845,PROD0054,ST017,2023-11-07,2023,11,Q4,Tuesday,1,25.34,3.8,24.86,4.74,Credit Card,In-Store,Completed,0,1.0
TXN039592,CUST00309,PROD0039,ST013,2023-10-22,2023,10,Q4,Sunday,3,4.09,1.23,11.04,5.74,Debit Card,Online,Completed,0,2.0
TXN039593,CUST04798,PROD0027,ST004,2024-10-27,2024,10,Q4,Sunday,2,17.45,0.0,0.0,0.0,PayPal,Mobile App,Returned,1,0.0
TXN039594,CUST02964,PROD0072,ST005,2022-10-11,2022,10,Q4,Tuesday,1,73.45,0.0,0.0,0.0,Credit Card,Online,Returned,1,3.0
TXN039595,CUST05938,PROD0013,ST019,2022-08-06,2022,8,Q3,Saturday,1,63.47,6.35,57.12,25.7,Debit Card,Mobile App,Completed,0,5.0
TXN039596,CUST03825,PROD0009,ST015,2024-07-05,2024,7,Q3,Friday,3,123.66,0.0,370.98,103.87,Google Pay,In-Store,Completed,0,3.0
TXN039597,CUST06422,PROD0013,ST008,2022-04-24,2022,4,Q2,Sunday,1,63.47,0.0,63.47,28.56,Debit Card,In-Store,Completed,0,0.0
TXN039598,CUST00015,PROD0054,ST013,2024-09-05,2024,9,Q3,Thursday,1,25.34,1.27,24.07,5.3,Credit Card,Online,Completed,0,1.0
TXN039599,CUST05717,PROD0045,ST017,2022-09-16,2022,9,Q3,Friday,1,1.99,0.2,1.79,0.68,Credit Card,In-Store,Completed,0,0.0
TXN039600,CUST00389,PROD0012,ST010,2022-11-24,2022,11,Q4,Thursday,2,38.7,3.87,0.0,0.0,Debit Card,Mobile App,Returned,1,0.0
TXN039601,CUST00765,PROD0002,ST002,2024-02-17,2024,2,Q1,Saturday,1,163.41,16.34,147.07,41.18,Apple Pay,Mobile App,Completed,0,2.0
TXN039602,CUST03720,PROD0018,ST013,2023-12-18,2023,12,Q4,Monday,1,66.0,3.3,74.98,28.22,Credit Card,Mobile App,Completed,0,2.0
TXN039603,CUST07655,PROD0050,ST013,2024-02-12,2024,2,Q1,Monday,1,1.99,0.0,1.99,0.76,Credit Card,Online,Completed,0,2.0
TXN039604,CUST03642,PROD0051,ST004,2023-08-05,2023,8,Q3,Saturday,1,21.89,1.09,0.0,0.0,Credit Card,In-Store,Returned,1,0.0
TXN039605,CUST00548,PROD0031,ST013,2022-11-13,2022,11,Q4,Sunday,4,17.17,3.43,76.77,33.93,Debit Card,Online,Completed,0,2.0
TXN039606,CUST03231,PROD0011,ST001,2023-01-25,2023,1,Q1,Wednesday,3,38.78,5.82,100.68,49.73,Debit Card,Mobile App,Completed,0,2.0
TXN039607,CUST06203,PROD0015,ST009,2022-10-20,2022,10,Q4,Thursday,1,1.99,0.0,1.99,0.9,Debit Card,In-Store,Completed,0,2.0
TXN039608,CUST07036,PROD0004,ST002,2022-10-10,2022,10,Q4,Monday,1,362.76,0.0,0.0,0.0,Debit Card,In-Store,Cancelled,0,0.0
TXN039609,CUST05022,PROD0060,ST002,2022-05-13,2022,5,Q2,Friday,1,29.71,0.0,0.0,0.0,Debit Card,Online,Returned,1,1.0
TXN039610,CUST05344,PROD0011,ST016,2022-09-25,2022,9,Q3,Sunday,1,38.78,1.94,36.84,16.58,Credit Card,Online,Completed,0,2.0
TXN039611,CUST00058,PROD0028,ST006,2022-05-24,2022,5,Q2,Tuesday,1,93.78,0.0,0.0,0.0,Debit Card,In-Store,Cancelled,0,2.0
TXN039612,CUST04652,PROD0022,ST014,2023-11-21,2023,11,Q4,Tuesday,3,63.71,0.0,201.89,66.9,Credit Card,Online,Completed,0,5.0
TXN039613,CUST03245,PROD0068,ST013,2022-05-27,2022,5,Q2,Friday,1,25.04,1.25,23.79,9.52,Apple Pay,Online,Completed,0,2.0
TXN039614,CUST04877,PROD0055,ST002,2024-09-24,2024,9,Q3,Tuesday,2,30.37,3.04,57.7,12.69,Debit Card,In-Store,Completed,0,0.0
TXN039615,CUST06450,PROD0029,ST018,2024-10-09,2024,10,Q4,Wednesday,3,44.97,6.75,128.16,44.86,Apple Pay,Online,Completed,0,3.0
TXN039616,CUST06248,PROD0018,ST007,2022-10-11,2022,10,Q4,Tuesday,2,66.0,6.6,125.4,56.43,PayPal,Mobile App,Completed,0,3.0
TXN039617,CUST06235,PROD0075,ST002,2024-05-22,2024,5,Q2,Wednesday,1,1.99,0.1,1.89,0.79,Credit Card,Online,Completed,0,3.0
TXN039618,CUST01794,PROD0007,ST013,2024-03-13,2024,3,Q1,Wednesday,1,369.51,0.0,0.0,0.0,Credit Card,In-Store,Cancelled,0,3.0
TXN039619,CUST07792,PROD0009,ST009,2023-09-20,2023,9,Q3,Wednesday,1,123.66,6.18,117.48,32.89,Debit Card,Online,Completed,0,3.0
TXN039620,CUST03123,PROD0035,ST006,2022-01-22,2022,1,Q1,Saturday,2,42.81,0.0,78.94,44.52,Debit Card,Mobile App,Completed,0,2.0
TXN039621,CUST04727,PROD0032,ST020,2024-12-31,2024,12,Q4,Tuesday,1,61.34,0.0,69.3,31.9,PayPal,Online,Completed,0,3.0
TXN039622,CUST02615,PROD0033,ST003,2022-07-04,2022,7,Q3,Monday,1,27.76,0.0,0.0,0.0,Debit Card,Mobile App,Returned,1,0.0
TXN039623,CUST04194,PROD0036,ST016,2022-11-23,2022,11,Q4,Wednesday,2,6.02,0.0,0.0,0.0,Debit Card,Mobile App,Returned,1,0.0
TXN039624,CUST05301,PROD0048,ST011,2022-07-18,2022,7,Q3,Monday,1,112.57,11.26,101.31,38.5,PayPal,Mobile App,Completed,0,2.0
TXN039625,CUST01328,PROD0002,ST019,2022-12-05,2022,12,Q4,Monday,2,163.41,16.34,334.36,86.93,Apple Pay,In-Store,Completed,0,1.0
TXN039626,CUST02201,PROD0013,ST018,2024-02-08,2024,2,Q1,Thursday,1,63.47,3.17,60.3,27.14,PayPal,In-Store,Completed,0,5.0
TXN039627,CUST04478,PROD0015,ST004,2022-06-06,2022,6,Q2,Monday,1,1.99,0.0,1.99,0.9,Debit Card,Online,Completed,0,5.0
TXN039628,CUST05020,PROD0050,ST002,2023-09-14,2023,9,Q3,Thursday,1,1.99,0.0,1.99,0.76,PayPal,Online,Completed,0,2.0
TXN039629,CUST03820,PROD0075,ST004,2022-09-06,2022,9,Q3,Tuesday,3,1.99,0.0,5.97,2.51,Debit Card,Mobile App,Completed,0,2.0
TXN039630,CUST05990,PROD0071,ST020,2023-12-23,2023,12,Q4,Saturday,2,44.03,4.4,94.17,35.14,Google Pay,Online,Completed,0,1.0
TXN039631,CUST06260,PROD0034,ST012,2023-10-21,2023,10,Q4,Saturday,1,8.96,0.0,0.0,0.0,Google Pay,In-Store,Cancelled,0,0.0
TXN039632,CUST03505,PROD0030,ST018,2024-06-17,2024,6,Q2,Monday,1,60.42,0.0,60.42,21.15,Debit Card,Online,Completed,0,2.0
TXN039633,CUST01558,PROD0068,ST013,2024-05-08,2024,5,Q2,Wednesday,1,25.04,0.0,25.04,10.02,Credit Card,Online,Completed,0,2.0
TXN039634,CUST06239,PROD0013,ST017,2023-12-06,2023,12,Q4,Wednesday,1,63.47,3.17,72.03,27.14,PayPal,In-Store,Completed,0,0.0
TXN039635,CUST00704,PROD0047,ST013,2022-01-14,2022,1,Q1,Friday,3,44.27,13.28,100.69,45.42,Google Pay,Online,Completed,0,1.0
TXN039636,CUST03203,PROD0007,ST006,2022-12-19,2022,12,Q4,Monday,1,369.51,0.0,417.73,103.46,Debit Card,In-Store,Completed,0,3.0
TXN039637,CUST05083,PROD0001,ST005,2022-06-22,2022,6,Q2,Wednesday,2,239.61,23.96,455.26,127.47,Debit Card,In-Store,Completed,0,2.0
TXN039638,CUST01234,PROD0010,ST015,2023-09-26,2023,9,Q3,Tuesday,1,245.11,0.0,245.11,68.63,Credit Card,Online,Completed,0,1.0
TXN039639,CUST03194,PROD0004,ST010,2023-03-24,2023,3,Q1,Friday,1,362.76,54.41,308.35,86.34,PayPal,In-Store,Completed,0,0.0
TXN039640,CUST03637,PROD0036,ST013,2023-03-13,2023,3,Q1,Monday,1,6.02,0.0,6.02,3.13,Debit Card,Online,Completed,0,2.0
TXN039641,CUST04034,PROD0050,ST009,2022-06-02,2022,6,Q2,Thursday,1,1.99,0.0,0.0,0.0,Credit Card,Online,Returned,1,0.0
TXN039642,CUST02167,PROD0003,ST002,2024-12-16,2024,12,Q4,Monday,1,257.72,0.0,0.0,0.0,Apple Pay,In-Store,Returned,1,1.0
TXN039643,CUST01607,PROD0070,ST019,2024-08-07,2024,8,Q3,Wednesday,1,18.87,0.94,17.93,7.53,Credit Card,Online,Completed,0,2.0
TXN039644,CUST05103,PROD0036,ST001,2024-02-26,2024,2,Q1,Monday,3,6.02,1.81,0.0,0.0,Credit Card,In-Store,Cancelled,0,1.0
TXN039645,CUST05423,PROD0013,ST018,2022-02-14,2022,2,Q1,Monday,3,63.47,9.52,180.89,81.4,PayPal,Online,Completed,0,3.0
TXN039646,CUST04448,PROD0023,ST002,2024-05-24,2024,5,Q2,Friday,3,78.38,0.0,235.14,82.3,Apple Pay,Mobile App,Completed,0,2.0
TXN039647,CUST03044,PROD0005,ST001,2024-06-11,2024,6,Q2,Tuesday,1,151.9,22.78,0.0,0.0,Debit Card,In-Store,Returned,1,0.0
TXN039648,CUST01866,PROD0007,ST005,2023-11-13,2023,11,Q4,Monday,3,369.51,110.85,1143.82,279.35,Debit Card,Online,Completed,0,2.0
TXN039649,CUST05520,PROD0033,ST015,2023-04-05,2023,4,Q2,Wednesday,3,27.76,0.0,83.28,43.31,PayPal,In-Store,Completed,0,3.0
TXN039650,CUST02168,PROD0031,ST012,2024-09-27,2024,9,Q3,Friday,1,17.17,0.0,17.17,8.93,Credit Card,Mobile App,Completed,0,2.0
TXN039651,CUST04397,PROD0011,ST001,2023-09-02,2023,9,Q3,Saturday,1,38.78,1.94,36.84,16.58,Debit Card,Online,Completed,0,5.0
TXN039652,CUST04895,PROD0002,ST004,2023-03-23,2023,3,Q1,Thursday,1,163.41,16.34,147.07,41.18,Credit Card,Online,Completed,0,2.0
TXN039653,CUST05431,PROD0037,ST004,2024-11-30,2024,11,Q4,Saturday,1,31.76,0.0,34.07,16.52,Debit Card,Online,Completed,0,2.0
TXN039654,CUST03038,PROD0038,ST009,2024-05-09,2024,5,Q2,Thursday,4,1.99,0.4,7.56,3.93,Debit Card,Online,Completed,0,1.0
TXN039655,CUST07480,PROD0049,ST001,2024-07-08,2024,7,Q3,Monday,4,80.46,48.28,273.56,103.95,Debit Card,In-Store,Completed,0,1.0
TXN039656,CUST02426,PROD0058,ST015,2022-12-10,2022,12,Q4,Saturday,3,14.29,2.14,47.28,8.96,PayPal,Online,Completed,0,1.0
TXN039657,CUST05133,PROD0065,ST011,2022-03-13,2022,3,Q1,Sunday,2,23.13,0.0,46.26,18.5,PayPal,Mobile App,Completed,0,1.0
TXN039658,CUST04148,PROD0046,ST020,2022-09-17,2022,9,Q3,Saturday,1,32.61,3.26,29.35,11.15,Debit Card,Mobile App,Completed,0,2.0
TXN039659,CUST03729,PROD0014,ST008,2024-06-08,2024,6,Q2,Saturday,2,1.99,0.0,3.98,1.79,Debit Card,Online,Completed,0,2.0
TXN039660,CUST07656,PROD0044,ST004,2022-09-13,2022,9,Q3,Tuesday,2,51.45,5.14,97.76,37.15,Credit Card,In-Store,Completed,0,3.0
TXN039661,CUST02154,PROD0055,ST004,2023-03-01,2023,3,Q1,Wednesday,2,30.37,6.07,54.67,12.03,PayPal,Online,Completed,0,2.0
TXN039662,CUST07402,PROD0001,ST008,2024-09-19,2024,9,Q3,Thursday,1,239.61,0.0,239.61,67.09,PayPal,Online,Completed,0,5.0
TXN039663,CUST07632,PROD0014,ST015,2024-12-11,2024,12,Q4,Wednesday,1,1.99,0.0,0.0,0.0,PayPal,Online,Returned,1,0.0
TXN039664,CUST01130,PROD0027,ST007,2023-04-11,2023,4,Q2,Tuesday,1,17.45,0.87,16.58,5.8,Credit Card,Mobile App,Completed,0,3.0
TXN039665,CUST03090,PROD0013,ST017,2022-10-07,2022,10,Q4,Friday,1,63.47,0.0,0.0,0.0,Credit Card,Online,Cancelled,0,0.0
TXN039666,CUST05174,PROD0016,ST016,2024-01-03,2024,1,Q1,Wednesday,1,35.32,1.77,30.27,15.1,PayPal,In-Store,Completed,0,0.0
TXN039667,CUST05163,PROD0050,ST004,2024-12-27,2024,12,Q4,Friday,1,1.99,0.1,2.08,0.72,Credit Card,Online,Completed,0,2.0
TXN039668,CUST01897,PROD0034,ST017,2023-07-25,2023,7,Q3,Tuesday,2,8.96,0.9,17.02,8.85,Credit Card,Online,Completed,0,2.0
TXN039669,CUST04689,PROD0033,ST002,2023-03-26,2023,3,Q1,Sunday,1,27.76,0.0,27.76,14.44,Gift Card,In-Store,Completed,0,0.0
TXN039670,CUST01001,PROD0026,ST006,2022-03-24,2022,3,Q1,Thursday,1,80.55,4.03,76.52,26.78,Credit Card,Mobile App,Completed,0,2.0
TXN039671,CUST00069,PROD0017,ST020,2024-03-06,2024,3,Q1,Wednesday,1,19.55,0.0,19.55,8.8,PayPal,Mobile App,Completed,0,2.0
TXN039672,CUST07577,PROD0002,ST010,2023-05-30,2023,5,Q2,Tuesday,1,163.41,0.0,163.41,45.75,PayPal,In-Store,Completed,0,3.0
TXN039673,CUST05017,PROD0023,ST018,2024-04-22,2024,4,Q2,Monday,1,78.38,0.0,78.38,27.43,PayPal,Mobile App,Completed,0,3.0
TXN039674,CUST07877,PROD0001,ST018,2023-05-09,2023,5,Q2,Tuesday,2,239.61,47.92,431.3,120.76,Credit Card,In-Store,Completed,0,0.0
TXN039675,CUST07558,PROD0059,ST005,2022-07-25,2022,7,Q3,Monday,5,21.98,10.99,98.91,21.76,PayPal,Online,Completed,0,2.0
TXN039676,CUST02662,PROD0053,ST001,2022-12-23,2022,12,Q4,Friday,1,9.88,1.48,9.77,1.85,Credit Card,Online,Completed,0,1.0
TXN039677,CUST01111,PROD0071,ST020,2022-02-15,2022,2,Q1,Tuesday,1,44.03,0.0,44.03,18.49,Apple Pay,Mobile App,Completed,0,3.0
TXN039678,CUST01453,PROD0005,ST009,2022-07-12,2022,7,Q3,Tuesday,3,151.9,22.79,432.91,121.21,PayPal,Online,Completed,0,3.0
TXN039679,CUST04940,PROD0021,ST003,2022-05-22,2022,5,Q2,Sunday,3,148.28,0.0,444.84,155.69,Credit Card,Online,Completed,0,3.0
TXN039680,CUST01446,PROD0056,ST020,2023-05-08,2023,5,Q2,Monday,2,29.18,0.0,58.36,12.84,Debit Card,Mobile App,Completed,0,1.0
TXN039681,CUST04605,PROD0003,ST007,2023-09-09,2023,9,Q3,Saturday,2,257.72,51.54,463.9,129.89,Credit Card,In-Store,Completed,0,1.0
TXN039682,CUST06140,PROD0041,ST020,2024-09-18,2024,9,Q3,Wednesday,1,98.23,0.0,98.23,37.33,Credit Card,Mobile App,Completed,0,2.0
TXN039683,CUST04700,PROD0003,ST003,2024-03-02,2024,3,Q1,Saturday,1,257.72,0.0,257.72,72.16,Credit Card,In-Store,Completed,0,0.0
TXN039684,CUST06104,PROD0020,ST020,2024-08-20,2024,8,Q3,Tuesday,3,5.57,0.84,15.87,7.14,Debit Card,Mobile App,Completed,0,2.0
TXN039685,CUST01841,PROD0004,ST019,2023-08-19,2023,8,Q3,Saturday,2,362.76,0.0,725.52,203.15,Google Pay,In-Store,Completed,0,2.0
TXN039686,CUST01908,PROD0030,ST014,2022-08-20,2022,8,Q3,Saturday,3,60.42,0.0,181.26,63.44,PayPal,In-Store,Completed,0,0.0
TXN039687,CUST05514,PROD0002,ST010,2023-01-21,2023,1,Q1,Saturday,2,163.41,16.34,286.75,86.93,PayPal,In-Store,Completed,0,2.0
TXN039688,CUST05650,PROD0046,ST007,2022-07-07,2022,7,Q3,Thursday,1,32.61,0.0,32.61,12.39,Debit Card,Mobile App,Completed,0,2.0
TXN039689,CUST07654,PROD0017,ST017,2024-11-06,2024,11,Q4,Wednesday,3,19.55,0.0,63.43,26.39,Debit Card,Online,Completed,0,2.0
TXN039690,CUST06281,PROD0008,ST020,2023-06-24,2023,6,Q2,Saturday,2,272.09,54.42,0.0,0.0,Debit Card,Mobile App,Cancelled,0,2.0
TXN039691,CUST02100,PROD0045,ST015,2022-02-18,2022,2,Q1,Friday,4,1.99,0.0,7.96,3.02,Credit Card,Mobile App,Completed,0,2.0
TXN039692,CUST07254,PROD0036,ST018,2024-04-18,2024,4,Q2,Thursday,1,6.02,0.0,6.02,3.13,Credit Card,In-Store,Completed,0,2.0
TXN039693,CUST02144,PROD0017,ST006,2023-07-08,2023,7,Q3,Saturday,1,19.55,0.0,19.55,8.8,PayPal,In-Store,Completed,0,7.0
TXN039694,CUST02617,PROD0068,ST004,2022-07-03,2022,7,Q3,Sunday,1,25.04,0.0,0.0,0.0,Gift Card,Mobile App,Cancelled,0,0.0
TXN039695,CUST01507,PROD0011,ST010,2022-12-20,2022,12,Q4,Tuesday,1,38.78,3.88,37.5,15.7,Credit Card,Mobile App,Completed,0,2.0
TXN039696,CUST05123,PROD0018,ST013,2023-02-09,2023,2,Q1,Thursday,2,66.0,6.6,0.0,0.0,Credit Card,Mobile App,Cancelled,0,5.0
TXN039697,CUST07140,PROD0003,ST003,2023-07-25,2023,7,Q3,Tuesday,2,257.72,25.77,489.67,137.11,Debit Card,Online,Completed,0,2.0
TXN039698,CUST03794,PROD0059,ST011,2022-04-19,2022,4,Q2,Tuesday,3,21.98,0.0,65.94,14.51,Debit Card,Online,Completed,0,1.0
TXN039699,CUST00829,PROD0031,ST003,2024-10-30,2024,10,Q4,Wednesday,1,17.17,0.86,16.31,8.48,Apple Pay,In-Store,Completed,0,2.0
TXN039700,CUST01143,PROD0013,ST003,2022-06-08,2022,6,Q2,Wednesday,1,63.47,3.17,60.3,27.14,PayPal,Online,Completed,0,2.0
TXN039701,CUST05233,PROD0022,ST004,2023-03-17,2023,3,Q1,Friday,1,63.71,6.37,57.34,20.07,Debit Card,Mobile App,Completed,0,3.0
TXN039702,CUST05439,PROD0003,ST008,2023-08-27,2023,8,Q3,Sunday,1,257.72,25.77,231.95,64.95,Apple Pay,Online,Completed,0,3.0
TXN039703,CUST05578,PROD0056,ST019,2022-07-23,2022,7,Q3,Saturday,2,29.18,5.84,52.52,11.55,Google Pay,Online,Completed,0,2.0
TXN039704,CUST03521,PROD0027,ST010,2022-01-20,2022,1,Q1,Thursday,3,17.45,0.0,47.95,18.32,Credit Card,Online,Completed,0,2.0
TXN039705,CUST00463,PROD0067,ST008,2023-01-18,2023,1,Q1,Wednesday,1,14.28,0.0,12.63,5.71,Debit Card,Mobile App,Completed,0,2.0
TXN039706,CUST05167,PROD0022,ST003,2023-05-22,2023,5,Q2,Monday,2,63.71,0.0,0.0,0.0,Debit Card,In-Store,Returned,1,2.0
TXN039707,CUST00180,PROD0010,ST018,2022-06-20,2022,6,Q2,Monday,2,245.11,0.0,490.22,137.26,Credit Card,Online,Completed,0,2.0
TXN039708,CUST04245,PROD0010,ST012,2024-10-17,2024,10,Q4,Thursday,2,245.11,24.51,0.0,0.0,Debit Card,In-Store,Cancelled,0,0.0
TXN039709,CUST05190,PROD0012,ST018,2022-07-02,2022,7,Q3,Saturday,3,38.7,5.81,110.29,49.63,Credit Card,Mobile App,Completed,0,2.0
TXN039710,CUST00766,PROD0010,ST018,2024-07-22,2024,7,Q3,Monday,1,245.11,36.77,208.34,58.34,PayPal,Online,Completed,0,2.0
TXN039711,CUST02612,PROD0011,ST020,2024-03-30,2024,3,Q1,Saturday,2,38.78,0.0,77.56,34.9,PayPal,In-Store,Completed,0,0.0
TXN039712,CUST02417,PROD0028,ST011,2023-11-29,2023,11,Q4,Wednesday,1,93.78,0.0,0.0,0.0,Debit Card,Online,Cancelled,0,0.0
TXN039713,CUST07159,PROD0007,ST003,2023-02-23,2023,2,Q1,Thursday,1,369.51,36.95,0.0,0.0,Credit Card,Mobile App,Returned,1,0.0
TXN039714,CUST01306,PROD0009,ST010,2022-05-27,2022,5,Q2,Friday,1,123.66,0.0,0.0,0.0,Credit Card,Online,Returned,1,1.0
TXN039715,CUST01296,PROD0011,ST016,2022-08-07,2022,8,Q3,Sunday,1,38.78,0.0,38.78,17.45,Debit Card,In-Store,Completed,0,3.0
TXN039716,CUST00249,PROD0003,ST017,2024-05-05,2024,5,Q2,Sunday,1,257.72,25.77,231.95,64.95,Apple Pay,In-Store,Completed,0,0.0
TXN039717,CUST05226,PROD0015,ST008,2023-09-04,2023,9,Q3,Monday,2,1.99,0.2,0.0,0.0,Debit Card,Online,Cancelled,0,1.0
TXN039718,CUST05001,PROD0017,ST006,2022-07-28,2022,7,Q3,Thursday,1,19.55,0.0,19.55,8.8,Google Pay,In-Store,Completed,0,1.0
TXN039719,CUST07558,PROD0042,ST007,2022-09-28,2022,9,Q3,Wednesday,1,72.71,7.27,0.0,0.0,Apple Pay,In-Store,Returned,1,0.0
TXN039720,CUST02822,PROD0006,ST006,2024-11-23,2024,11,Q4,Saturday,1,151.9,0.0,169.42,42.53,Apple Pay,In-Store,Completed,0,2.0
TXN039721,CUST05934,PROD0059,ST017,2024-09-18,2024,9,Q3,Wednesday,1,21.98,2.2,19.78,4.35,Google Pay,In-Store,Completed,0,0.0
TXN039722,CUST00322,PROD0026,ST006,2024-04-08,2024,4,Q2,Monday,2,80.55,0.0,161.1,56.38,Debit Card,In-Store,Completed,0,0.0
TXN039723,CUST04981,PROD0020,ST001,2023-08-23,2023,8,Q3,Wednesday,3,5.57,0.0,16.71,7.52,Debit Card,Online,Completed,0,2.0
TXN039724,CUST07344,PROD0020,ST008,2022-10-15,2022,10,Q4,Saturday,1,5.57,0.56,5.01,2.25,Google Pay,Mobile App,Completed,0,2.0
TXN039725,CUST02496,PROD0062,ST018,2022-02-07,2022,2,Q1,Monday,3,13.14,5.91,33.51,13.4,Credit Card,In-Store,Completed,0,0.0
TXN039726,CUST05344,PROD0034,ST017,2023-10-31,2023,10,Q4,Tuesday,3,8.96,1.34,25.54,13.28,Debit Card,Online,Completed,0,2.0
TXN039727,CUST07845,PROD0034,ST008,2024-06-18,2024,6,Q2,Tuesday,1,8.96,1.34,7.62,3.96,Apple Pay,Online,Completed,0,2.0
TXN039728,CUST03994,PROD0066,ST003,2023-04-07,2023,4,Q2,Friday,2,28.56,2.86,54.26,21.7,Gift Card,Online,Completed,0,2.0
TXN039729,CUST04272,PROD0047,ST008,2024-02-16,2024,2,Q1,Friday,1,44.27,4.43,39.84,15.14,PayPal,In-Store,Completed,0,0.0
TXN039730,CUST04648,PROD0014,ST010,2024-01-14,2024,1,Q1,Sunday,1,1.99,0.0,1.77,0.9,PayPal,In-Store,Completed,0,0.0
TXN039731,CUST02660,PROD0025,ST001,2023-04-26,2023,4,Q2,Wednesday,1,47.78,0.0,47.78,16.72,Debit Card,In-Store,Completed,0,2.0
TXN039732,CUST04501,PROD0053,ST008,2023-05-09,2023,5,Q2,Tuesday,2,9.88,0.0,19.76,4.35,PayPal,In-Store,Completed,0,0.0
TXN039733,CUST00985,PROD0003,ST005,2022-12-04,2022,12,Q4,Sunday,1,257.72,0.0,0.0,0.0,Debit Card,In-Store,Returned,1,5.0
TXN039734,CUST04935,PROD0014,ST005,2024-08-23,2024,8,Q3,Friday,1,1.99,0.2,1.79,0.81,Apple Pay,In-Store,Completed,0,0.0
TXN039735,CUST07323,PROD0014,ST014,2024-06-29,2024,6,Q2,Saturday,1,1.99,0.2,0.0,0.0,Credit Card,Online,Returned,1,2.0
TXN039736,CUST06598,PROD0030,ST020,2022-07-27,2022,7,Q3,Wednesday,1,60.42,0.0,60.42,21.15,Credit Card,Online,Completed,0,5.0
TXN039737,CUST01316,PROD0041,ST016,2022-10-18,2022,10,Q4,Tuesday,2,98.23,0.0,196.46,74.65,Credit Card,Mobile App,Completed,0,2.0
TXN039738,CUST05535,PROD0033,ST008,2023-03-23,2023,3,Q1,Thursday,4,27.76,5.55,105.49,54.85,PayPal,In-Store,Completed,0,2.0
TXN039739,CUST02491,PROD0029,ST019,2022-02-24,2022,2,Q1,Thursday,1,44.97,4.5,40.47,14.16,Debit Card,In-Store,Completed,0,0.0
TXN039740,CUST07623,PROD0031,ST017,2024-06-18,2024,6,Q2,Tuesday,1,17.17,1.72,15.45,8.03,Credit Card,In-Store,Completed,0,0.0
TXN039741,CUST00692,PROD0012,ST014,2024-04-15,2024,4,Q2,Monday,5,38.7,9.68,183.82,82.72,PayPal,In-Store,Completed,0,3.0
TXN039742,CUST03652,PROD0066,ST017,2023-10-08,2023,10,Q4,Sunday,4,28.56,0.0,0.0,0.0,Credit Card,In-Store,Returned,1,0.0
TXN039743,CUST06033,PROD0055,ST006,2022-12-29,2022,12,Q4,Thursday,1,30.37,0.0,32.85,6.68,PayPal,Mobile App,Completed,0,2.0
TXN039744,CUST03059,PROD0026,ST007,2024-02-13,2024,2,Q1,Tuesday,1,80.55,0.0,80.55,28.19,Google Pay,In-Store,Completed,0,7.0
TXN039745,CUST00860,PROD0014,ST011,2024-05-25,2024,5,Q2,Saturday,1,1.99,0.0,1.99,0.9,Debit Card,In-Store,Completed,0,0.0
TXN039746,CUST07719,PROD0014,ST017,2022-08-23,2022,8,Q3,Tuesday,3,1.99,0.3,5.67,2.55,Debit Card,Online,Completed,0,2.0
TXN039747,CUST06880,PROD0058,ST020,2023-06-07,2023,6,Q2,Wednesday,1,14.29,1.43,12.86,2.83,PayPal,In-Store,Completed,0,5.0
TXN039748,CUST02228,PROD0032,ST012,2022-08-29,2022,8,Q3,Monday,1,61.34,6.13,55.21,28.71,Credit Card,In-Store,Completed,0,0.0
TXN039749,CUST02073,PROD0019,ST015,2024-05-18,2024,5,Q2,Saturday,2,23.22,4.64,41.8,18.81,Credit Card,Online,Completed,0,3.0
TXN039750,CUST07975,PROD0023,ST016,2024-03-12,2024,3,Q1,Tuesday,2,78.38,7.84,148.92,52.12,Debit Card,Online,Completed,0,2.0
TXN039751,CUST01147,PROD0037,ST011,2024-03-14,2024,3,Q1,Thursday,1,31.76,3.18,28.58,14.86,Credit Card,Mobile App,Completed,0,2.0
TXN039752,CUST06366,PROD0013,ST018,2022-02-22,2022,2,Q1,Tuesday,1,63.47,9.52,0.0,0.0,PayPal,In-Store,Cancelled,0,2.0
TXN039753,CUST02065,PROD0016,ST012,2023-04-14,2023,4,Q2,Friday,1,35.32,3.53,31.79,14.31,Credit Card,Online,Completed,0,2.0
TXN039754,CUST06752,PROD0018,ST020,2023-08-14,2023,8,Q3,Monday,1,66.0,6.6,0.0,0.0,Debit Card,Online,Returned,1,0.0
TXN039755,CUST02455,PROD0033,ST001,2023-10-10,2023,10,Q4,Tuesday,2,27.76,0.0,55.52,28.87,Credit Card,Mobile App,Completed,0,3.0
TXN039756,CUST03798,PROD0012,ST001,2023-10-22,2023,10,Q4,Sunday,1,38.7,0.0,38.7,17.42,Credit Card,In-Store,Completed,0,0.0
TXN039757,CUST03172,PROD0028,ST018,2022-02-11,2022,2,Q1,Friday,1,93.78,0.0,93.78,32.82,Credit Card,Mobile App,Completed,0,2.0
TXN039758,CUST05707,PROD0024,ST010,2023-09-21,2023,9,Q3,Thursday,1,3.76,0.0,3.76,1.32,Debit Card,In-Store,Completed,0,2.0
